0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
10.625 21.2812 31.9375 42.5938 53.25 63.9062 74.5625 85.2188 95.875 106.531 117.188 127.844 138.5 149.156 159.812 170.469 
